bookID,title,authors,rating,language_code,  num_pages,ratings_count,text_reviews_count,,,,
17544,The Quiet Little Woman: A Christmas Story,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.67,eng,122,1195,191,,,,
17546,Louisa May Alcott on Race  Sex  and Slavery,Louisa May Alcott/Sarah Elbert,3.94,eng,160,18,5,,,,
17548,An Old-Fashioned Thanksgiving,Louisa May Alcott/James Bernardin,3.71,eng,32,659,87,,,,
17550,Moods,Louisa May Alcott,3.4,eng,538,314,48,,,,
17557,The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,Louisa May Alcott/Kerry A. Graves,3.91,eng,32,29,0,,,,
17580,These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Garth Williams,4.19,en-US,289,311,22,,,,
17581,Pioneer Girl: The Story of Laura Ingalls Wilder,William   Anderson/Dan Andreasen,4.14,eng,32,440,36,,,,
17582,The Norton Anthology of Short Fiction,Richard Bausch,4.18,en-US,1776,663,15,,,,
17593,Red  White  and Black: The Peoples of Early North America,Gary B. Nash,3.79,eng,362,170,7,,,,
17600,Homemade Love,bell hooks/Shane W. Evans,4.18,eng,32,222,33,,,,
17601,The Will to Change: Men  Masculinity  and Love,bell hooks,4.36,eng,188,2574,322,,,,
17602,Killing Rage: Ending Racism,bell hooks,4.28,eng,288,1987,106,,,,
17603,Where We Stand: Class Matters,bell hooks,4.18,eng,164,1780,142,,,,
17607,All About Love: New Visions,bell hooks,4.01,eng,240,10928,1144,,,,
17608,Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,Vijay Prashad,3.95,en-US,232,201,21,,,,
17609,The Darker Nations: A People's History of the Third World,Vijay Prashad/Howard Zinn,3.98,eng,384,659,51,,,,
17610,The Karma Of Brown Folk,Vijay Prashad,4.1,eng,272,344,31,,,,
17619,The Negro,W.E.B. Du Bois/Robert Gregg,4.32,eng,284,29,4,,,,
17624,Democracy Matters: Winning the Fight Against Imperialism,Cornel West,3.95,eng,240,102,12,,,,
17632,Tyranny of the Majority: Fundamental Fairness in Representative Democracy,Lani Guinier/Stephen L. Carter,3.87,eng,352,41,3,,,,
17635,More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,Richard Proenneke/John Branson,4.42,eng,496,239,5,,,,
17639,The Guardship (Thomas Marlowe  #1),James L. Nelson,4.01,eng,384,313,28,,,,
17643,Before We Were Free,Julia Alvarez,3.87,en-US,192,4950,837,,,,
17644,Moral Disorder and Other Stories,Margaret Atwood,3.63,eng,255,8270,755,,,,
17645,The Penelopiad,Margaret Atwood/Laurel Merlington,3.7,eng,198,29315,2631,,,,
17646,The Tent,Margaret Atwood,3.7,eng,159,5061,519,,,,
17650,The Robber Bride,Margaret Atwood,3.83,eng,528,34550,1679,,,,
17654,The Moth Diaries,Rachel Klein,3.49,eng,245,60,12,,,,
17658,Trauma,Graham Masterton,3.55,en-GB,224,344,43,,,,
17671,Liars and Saints,Maile Meloy,3.6,eng,272,2270,306,,,,
17673,The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky,Ellen Meloy,4.04,eng,336,1063,159,,,,
17675,Eating Stone: Imagination and the Loss of the Wild,Ellen Meloy,4.1,eng,352,462,78,,,,
17679,Writing the Qualitative Dissertation: Understanding by Doing,Judith M. Meloy,3.73,eng,242,9,0,,,,
17682,The Dead Beat: Lost Souls  Lucky Stiffs  and the Perverse Pleasures of Obituaries,Marilyn Johnson,3.41,en-US,272,1137,231,,,,
17683,Dead Beat (The Dresden Files  #7),Jim Butcher,4.43,eng,517,91592,2747,,,,
17686,Diaries  1910-1923,Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg,4.23,eng,521,2090,90,,,,
17687,The Metamorphosis,Franz Kafka,3.81,en-US,48,395,30,,,,
17688,The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka,Franz Kafka,4.04,eng,352,13846,193,,,,
17690,The Trial,Franz Kafka/Max Brod/Willa Muir/Edwin Muir,3.98,eng,255,168300,3724,,,,
17691,Franz Kafka: The Complete Stories,Franz Kafka/Nabum N. Glazer/John Updike,4.35,en-US,486,59,3,,,,
17692,The Trial,Franz Kafka/Breon Mitchell/Arthur H. Samuelson,3.98,eng,276,4086,372,,,,
17694,The Zürau Aphorisms,Franz Kafka/Michael Hofmann/Geoffrey Brock/Roberto Calasso,3.75,eng,160,648,57,,,,
17697,Collected Shorter Fiction: Volume I,Leo Tolstoy/Aylmer Maude/Nigel J. Cooper,4.41,eng,848,72,10,,,,
17698,The Cossacks,Leo Tolstoy/Peter Constantine/Cynthia Ozick,3.79,eng,161,4356,226,,,,
17701,More Adventures of the Great Brain (Great Brain  #2),John D. Fitzgerald/Mercer Mayer,4.26,eng,160,4850,138,,,,
17702,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss/Vince Neil/Nikki Sixx/Tommy Lee/Mick Mars,4.16,eng,430,436,50,,,,
17707,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,eng,216,2796,242,,,,
17722,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel,4.07,eng,234,1469,98,,,,
17724,The Awakening,Kate Chopin/Margo Culley,3.65,eng,336,937,72,,,,
17726,Go Down  Moses,William Faulkner,3.93,eng,365,8289,370,,,,
17727,The Books of Magic,Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny,4.08,eng,200,13850,481,,,,
17728,The House of Mirth,Edith Wharton/Nina Bawden,3.95,eng,351,69014,3180,,,,
17730,House of Mirth,Edith Wharton,3.95,eng,324,220,11,,,,
17733,The House of Mirth,Edith Wharton/Jeffrey Meyers,3.95,eng,359,74,9,,,,
17735,Light (Kefahuchi Tract  #1),M. John Harrison,3.6,eng,310,3732,415,,,,
17743,Beautiful Evidence,Edward R. Tufte,4.15,eng,213,2045,130,,,,
17747,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,4.08,en-US,31,924,65,,,,
17761,Hafen des Unglücks (Aubrey/Maturin Book 11),Patrick O'Brian,4.41,ger,354,6,0,,,,
17762,Manöver um Feuerland (The Far Side of the World) (Aubrey/Maturin Book 10),Patrick O'Brian,4.45,ger,478,8,0,,,,
17766,Master and Commander (Aubrey/Maturin Book 1),Patrick O'Brian,4.1,eng,0,1,0,,,,
17770,Post Captain (Aubrey/Maturin Book 2),Patrick O'Brian,4.29,eng,413,3,0,,,,
17778,Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),Patrick O'Brian,4.38,ger,412,7,0,,,,
17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.16,eng,302,72656,4930,,,,
17781,Heart of the Sea (Gallaghers of Ardmore  #3),Nora Roberts,4.15,eng,369,24451,537,,,,
17783,Corazón de mar (Gallagher  #3),Nora Roberts/Juan Larrea,4.15,spa,396,12,0,,,,
17795,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,3.98,eng,320,513,70,,,,
17798,Fads and Fallacies in the Name of Science,Martin Gardner,4.06,eng,384,1022,46,,,,
17799,South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,3.87,eng,190,59657,2612,,,,
17800,Dance Dance Dance,Haruki Murakami,4.04,eng,393,50169,2117,,,,
17803,After Dark,Haruki Murakami/Jay Rubin,3.7,eng,191,80308,4506,,,,
17804,Vintage Murakami,Haruki Murakami,4.03,eng,182,740,41,,,,
17807,Gravitation #2,Maki Murakami,3.99,spa,208,10,0,,,,
17828,The Master and Margarita,Mikhail Bulgakov/Michael Karpelson,4.3,eng,332,493,47,,,,
17830,Bulgakov's the Master and Margarita: The Text as a Cipher,Elena N. Mahlow,5,eng,202,4,0,,,,
17837,Мастер и Маргарита,Mikhail Bulgakov/Михаил Булгаков,4.3,rus,640,10,1,,,,
17841,Foucault's Pendulum,Umberto Eco/William Weaver,3.89,eng,623,46598,2074,,,,
17845,Pendulum: Leon Foucault and the Triumph of Science,Amir D. Aczel,3.72,eng,288,183,25,,,,
17846,The House of Mirth,Edith Wharton/Jeffrey Meyers,3.95,eng,348,360,67,,,,
17850,The House of Mirth,Edith Wharton/R.W.B. Lewis,3.95,eng,335,10,0,,,,
17861,The Family Trade (The Merchant Princes  #1),Charles Stross,3.52,eng,308,4691,355,,,,
17862,Toast  and Other Stories,Charles Stross,3.8,eng,247,935,34,,,,
17863,Accelerando,Charles Stross,3.88,eng,415,16527,971,,,,
17866,Glasshouse,Charles Stross,3.87,en-US,335,8975,464,,,,
17867,The Hidden Family (The Merchant Princes  #2),Charles Stross,3.57,eng,309,3344,127,,,,
17872,Lobsters,Charles Stross/Shandra Marie/Jared Doreck,3.83,eng,1,158,5,,,,
17873,Antibodies,Charles Stross/Shandra Marie/Jared Doreck,3.46,eng,1,67,4,,,,
17876,Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus,4.18,eng,233,71824,1607,,,,
17877,The House of the Dead,Fyodor Dostoyevsky/Ergin Altay,4.05,eng,247,11252,399,,,,
17878,The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,3.87,eng,224,1570,80,,,,
17879,Crime and Punishment,Fyodor Dostoyevsky/Larissa Volokhonsky/Richard Pevear,4.21,eng,564,6950,381,,,,
17880,The Gambler,Fyodor Dostoyevsky/Jonathan Franzen,3.89,eng,160,82,8,,,,
17881,Notes from Underground & The Double,Fyodor Dostoyevsky/Jessie Coulson,4.2,eng,287,4706,151,,,,
17883,Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs/Leo Tolstoy/Fyodor Dostoyevsky,3.76,eng,256,17,1,,,,
17890,The Gambler/Bobok/A Nasty Story,Fyodor Dostoyevsky/Jessie Coulson,3.99,en-US,240,576,41,,,,
17891,The Idiot,Fyodor Dostoyevsky/Constance Garnett,4.18,en-US,540,72,6,,,,
17893,Netochka Nezvanova,Fyodor Dostoyevsky/Jane Kentish,3.81,eng,176,2590,127,,,,
17905,Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,4.29,en-US,608,572,33,,,,
17908,Rock 'n' Roll,Tom Stoppard,3.71,eng,144,951,60,,,,
17914,The Real Thing,Tom Stoppard,3.94,en-US,112,3553,140,,,,
17915,Arcadia,Tom Stoppard,4.19,eng,97,48,3,,,,
17918,Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,4.03,eng,211,78,13,,,,
17922,Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,3.9,en-GB,188,190,10,,,,
17926,Lord Malquist and Mr. Moon,Tom Stoppard,3.41,eng,200,192,23,,,,
17944,The Gunslinger (The Dark Tower #1),Stephen King,3.96,eng,315,1902,227,,,,
17945,Everything and Nothing,Jorge Luis Borges/Eliot Weinberger/John M. Fein/James E. Irby/Donald A. Yates,4.38,eng,108,593,37,,,,
17946,Seven Nights,Jorge Luis Borges/Eliot Weinberger,4.33,eng,121,1037,60,,,,
17947,Museo: Textos Ineditos,Adolfo Bioy Casares,4.17,spa,261,6,0,,,,
17950,Obra Poética,Jorge Luis Borges,4.49,spa,645,50,3,,,,
17961,Collected Fictions,Jorge Luis Borges/Andrew Hurley,4.58,eng,565,18874,791,,,,
17971,The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,4.06,eng,432,588,69,,,,
17976,Hope Springs Eternal (Prairie River  #4),Kristiana Gregory,4.27,eng,176,130,7,,,,
17977,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,4.13,eng,688,20232,609,,,,
17982,The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,4.41,eng,261,186,12,,,,
17983,The Reverse of the Medal (Aubrey/Maturin  #11),Patrick O'Brian/Simon Vance,4.41,en-GB,0,3598,93,,,,
17986,Teleny or the Reverse of the Medal,Oscar Wilde,3.67,eng,138,985,63,,,,
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,4.29,eng,412,16531,977,,,,
17998,The Eternity Code (Artemis Fowl  #3),Eoin Colfer,4.04,en-US,309,1660,125,,,,
18005,How I Became a Pirate,Melinda Long/David Shannon,4.08,eng,44,24098,586,,,,
18013,The Pirate Dictionary,Terry Breverton,3.7,eng,189,51,7,,,,
18016,Mulliner Nights (Mr. Mulliner  #3),P.G. Wodehouse,4.11,eng,240,1174,75,,,,
18017,Life at Blandings,P.G. Wodehouse,4.35,en-US,608,2651,47,,,,
18018,Jill the Reckless,P.G. Wodehouse,4.02,eng,290,666,82,,,,
18019,The Code of the Woosters: Jeeves to the Rescue,P.G. Wodehouse/Jonathan Cecil,4.36,eng,7,172,26,,,,
18021,P.G. Wodehouse in His Own Words,P.G. Wodehouse/Tony Ring/Barry Day,4.07,eng,320,48,6,,,,
18022,Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse/Jonathan Cecil,4.26,eng,7,109,22,,,,
18025,Something Fresh (Blandings Castle  #1),P.G. Wodehouse,4.16,eng,284,5311,391,,,,
18027,The Clicking of Cuthbert,P.G. Wodehouse,3.93,eng,162,6,1,,,,
18029,Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,4.01,eng,208,2785,183,,,,
18031,Ukridge,P.G. Wodehouse,3.89,eng,272,1019,83,,,,
18032,Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,4.23,eng,205,2781,130,,,,
18035,Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,4.32,eng,224,8193,443,,,,
18039,Blandings Castle (Blandings Castle  #3),P.G. Wodehouse,4.18,eng,301,1370,70,,,,
18041,Mr. Mulliner Speaking,P.G. Wodehouse,4.01,en-US,232,1497,48,,,,
18042,Laughing Gas,P.G. Wodehouse,3.89,eng,286,1723,129,,,,
18047,The Adventures of Sally,P.G. Wodehouse,3.78,en-US,232,10,0,,,,
18053,Meet Mr. Mulliner,P.G. Wodehouse,4.06,eng,203,1224,89,,,,
18055,Eggs  Beans  and Crumpets,P.G. Wodehouse,4.11,eng,224,898,60,,,,
18057,A Damsel in Distress,P.G. Wodehouse,4.08,eng,216,3526,355,,,,
18061,Uncle Fred in the Springtime (Blandings Castle  #6),P.G. Wodehouse,4.24,eng,288,1703,108,,,,
18062,The Best of Wodehouse: An Anthology,P.G. Wodehouse/John Mortimer,4.41,eng,840,413,46,,,,
18064,The World of Mr. Mulliner,P.G. Wodehouse,4.32,eng,624,345,30,,,,
18067,Cocktail Time,P.G. Wodehouse,4.13,eng,304,648,51,,,,
18072,The Waste Lands (The Dark Tower #3),Stephen King/Ned Dameron,4.24,eng,590,1013,96,,,,
18073,Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,4.17,eng,208,28,4,,,,
18074,Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,4.32,eng,240,25,1,,,,
18077,Piccadilly Jim,P.G. Wodehouse,4.02,eng,302,2673,184,,,,
18081,Joy in the Morning (Jeeves  #8),P.G. Wodehouse,4.34,eng,296,38,0,,,,
18089,The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,eng,272,59,2,,,,
18098,Indiscretions of Archie,P.G. Wodehouse,3.87,eng,215,693,78,,,,
18119,The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.13,en-US,288,4750,337,,,,
18122,The Amber Spyglass  (His Dark Materials  #3),Philip Pullman,4.09,eng,467,237072,6358,,,,
18127,The Eyes of the Dragon,Stephen King/David Palladini,3.93,en-US,380,2925,285,,,,
18132,The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),C.S. Lewis/Pauline Baynes,4.09,eng,216,2977,250,,,,
18133,Lolita,Vladimir Nabokov/John Ray Jr.,3.89,eng,317,19513,2191,,,,
18134,William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),Bruce Coville/Kathryn Hewitt,4.11,eng,48,150,14,,,,
18135,Romeo and Juliet,William Shakespeare/Paul Werstine/Barbara A. Mowat,3.74,eng,368,1893917,14637,,,,
18136,Romeo and Juliet,William Shakespeare/Rex Gibson,3.74,en-US,228,425,30,,,,
18140,Romeo and Juliet,William Shakespeare/Michael Sheen/Kate Beckinsale/Fiona  Shaw/Norman Rodway,3.74,eng,3,18,0,,,,
18144,Ohio Class (Silent Service #5),H. Jay Riker,3.84,eng,416,44,4,,,,
18146,Seawolf Class (Silent Service #3),H. Jay Riker,3.96,eng,416,65,5,,,,
18160,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick/William L. Simon/Steve Wozniak,3.76,eng,352,4565,283,,,,
18172,Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,3.49,eng,192,84,9,,,,
18182,A Theory of Fun for Game Design,Raph Koster/Will Wright,3.94,en-CA,256,2113,181,,,,
18184,The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,Ian        Martin/Katie Elliott,5,eng,96,1,0,,,,
18185,The Pillow Book,Sei Shōnagon/Ivan Morris,4.02,eng,419,3786,275,,,,
18190,Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,3.77,eng,208,325,42,,,,
18194,The Cyberiad,Stanisław Lem/Michael Kandel/Daniel Mróz,4.18,en-US,295,7842,397,,,,
18202,Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,Peter Kreeft/Blaise Pascal,4.37,en-US,341,418,39,,,,
18212,Jacques the Fatalist,Denis Diderot/David Coward,3.84,eng,304,4891,102,,,,
18214,Jacques der Fatalist und sein Herr,Denis Diderot,3.84,ger,360,22,0,,,,
18215,Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot/Charles Coulston Gillispie,3.6,eng,239,5,0,,,,
18217,Rameau's Nephew / D'Alembert's Dream,Denis Diderot/Leonard Tancock,3.67,eng,237,1292,67,,,,
18225,Theory of Colours,Johann Wolfgang von Goethe/Deane B. Judd,4.06,eng,468,694,20,,,,
18226,Maxims and Reflections,Johann Wolfgang von Goethe/Peter Hutchinson/Elisabeth Stopp,3.82,eng,208,280,23,,,,
18240,War and Peace,Leo Tolstoy,4.11,en-US,1500,126,9,,,,
18241,War and Peace,Leo Tolstoy/Anthony Briggs/Orlando Figes,4.11,eng,1412,1228,93,,,,
18242,A Savage War of Peace: Algeria  1954-1962,Alistair Horne,4.23,eng,608,1895,178,,,,
18243,War and Peace,Leo Tolstoy/Constance Garnett/A.N. Wilson,4.11,eng,1388,850,134,,,,
18245,War and Peace,Leo Tolstoy/Orlando Figes/Anthony Briggs,4.11,eng,1408,516,113,,,,
18246,War and Peace and War: The Rise and Fall of Empires,Peter Turchin,4.16,en-US,416,276,36,,,,
18251,Great Expectations,Charles Dickens,3.77,eng,443,905,61,,,,
18253,Great Expectations,Charles Dickens/Linda Jennings,3.77,eng,417,109,4,,,,
18255,Oliver Twist,Charles Dickens,3.86,eng,368,2077,83,,,,
18257,Oliver Twist,Charles Dickens/Fred Kaplan,3.86,eng,624,178,17,,,,
18260,Oliver Twist,Charles Dickens/George Cruikshank/Jill Muller,3.86,eng,478,348,47,,,,
18261,The Nibelungenlied,Unknown/A.T. Hatto,3.87,eng,404,4052,163,,,,
18265,Gargantua and Pantagruel,François Rabelais/Thomas Urquhart/Pierre Le Motteux,3.71,eng,807,51,11,,,,
18266,Gargantua and Pantagruel,François Rabelais/M.A. Screech,3.71,eng,1041,12005,297,,,,
18273,Beyond Good and Evil: Prelude to a Philosophy of the Future,Friedrich Nietzsche/Walter Kaufmann,4.01,eng,256,50,6,,,,
18279,Phenomenology of Perception,Maurice Merleau-Ponty/Colin Smith,4.15,eng,544,5078,77,,,,
18280,Introduction to Phenomenology,Dermot Moran,4.18,eng,592,217,19,,,,
18281,Introduction to Phenomenology,Robert Sokolowski,3.98,eng,248,316,36,,,,
18282,The Basic Problems of Phenomenology (Studies in Phenomenology & Existential Philosophy),Martin Heidegger/Albert Hofstadter,4.29,en-US,432,467,16,,,,
18283,The Phenomenology of Mind  Volume II,Georg Wilhelm Friedrich Hegel/James Black Baillie,4,ger,372,1,0,,,,
18284,Experimental Phenomenology: An Introduction,Don Ihde,3.73,eng,155,44,1,,,,
18287,Critique of Pure Reason,Immanuel Kant/J.M.D. Meiklejohn,3.94,eng,480,72,10,,,,
18288,Critique of Pure Reason,Immanuel Kant/Paul Guyer/Allen W. Wood,3.94,eng,796,23607,375,,,,
18290,Critique of Pure Reason,Immanuel Kant/Werner S. Pluhar/Patricia Kitcher/James W. Ellington,3.94,eng,1096,180,14,,,,
18291,Critique of Pure Reason,Immanuel Kant/Marcus Weigelt/F. Max Müller,3.94,eng,784,254,35,,,,
18294,Critique of Pure Reason (Studies in the History of Philosophy),Immanuel Kant/Humphrey Palmer,3.94,eng,140,17,0,,,,
18297,The Anime Encyclopedia: A Guide to Japanese Animation Since 1917,Jonathan Clements/Helen McCarthy,4.04,eng,867,25,5,,,,
18305,Unpublished Writings from the Period of Unfashionable Observations (Complete Works 11),Friedrich Nietzsche/Richard T. Gray,4.06,eng,536,2,0,,,,
18310,Thus Spake Zarathustra: A Book for All and None,Friedrich Nietzsche,4.06,eng,356,275,20,,,,
18314,The Picture of Dorian Gray,Oscar Wilde,4.08,eng,187,329,21,,,,
18315,The Picture of Dorian Gray,Oscar Wilde,4.08,en-US,124,838,52,,,,
18324,Haussmann  or the Distinction,Paul La Farge,3.65,eng,379,157,21,,,,
18328,The Artist of the Missing,Paul La Farge/Stephen Alcorn,3.58,eng,256,99,10,,,,
18333,Reluctant Runaway (To Catch a Thief #2),Jill Elizabeth Nelson,3.71,en-US,352,90,12,,,,
18334,Kentucky Straight: Stories,Chris Offutt,4.03,eng,192,876,89,,,,
18335,Out of the Woods,Chris Offutt,4.05,eng,176,480,61,,,,
18337,No Heroes: A Memoir of Coming Home,Chris Offutt,3.87,eng,272,193,34,,,,
18338,The Castle Keeps,Andrew J. Offutt,3.57,en-US,191,19,3,,,,
18341,Conan: Sword of Skelos,Andrew J. Offutt,3.94,eng,224,1427,5,,,,
18348,"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1932-1934",Anaïs Nin/Rupert Pole/Gunther Stuhlmann,3.99,eng,418,908,54,,,,
18349,"Fire: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1934-1937",Anaïs Nin,4.13,eng,448,585,31,,,,
18350,In Favor of the Sensitive Man and Other Essays,Anaïs Nin,4.02,eng,180,520,40,,,,
18353,Anaïs Nin: A Biography,Deirdre Bair,3.99,eng,672,632,37,,,,
18361,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin/Gunther Stuhlmann,4.13,eng,448,196,6,,,,
18362,The Diary of Anaïs Nin  Vol. 6: 1955-1966,Anaïs Nin/Gunther Stuhlmann,4.13,eng,432,319,11,,,,
18365,"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939",Anaïs Nin/Gunther Stuhlmann,4.23,eng,396,168,16,,,,
18366,The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,Anaïs Nin,4.18,eng,320,147,7,,,,
18370,Henry and June: From the Unexpurgated Diary of Anaïs Nin,Anaïs Nin,3.9,eng,274,151,19,,,,
18373,Flowers for Algernon,Daniel Keyes,4.12,eng,311,337596,9949,,,,
18374,Flowers for Algernon,Daniel Keyes,4.12,en-US,218,190,21,,,,
18380,Algernon  Charlie  and I: A Writer's Journey: Plus the Complete Original Short Novelette Version of Flowers for Algernon,Daniel Keyes,4.06,eng,223,15,3,,,,
18383,Jane Eyre,Charlotte Brontë,4.12,ger,784,432,26,,,,
18384,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,4.11,eng,256,320,33,,,,
18385,The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.11,eng,400,263,37,,,,
18392,The Lost Years of Merlin,T.A. Barron,3.98,eng,304,12117,452,,,,
18394,The Mirror of Merlin,T.A. Barron,4.06,eng,288,6661,54,,,,
18395,The Wings of Merlin,T.A. Barron,4.11,eng,288,6211,63,,,,
18403,El Club Dante,Matthew Pearl/Vicente Villacampa,3.38,spa,586,156,9,,,,
18404,El club Dante,Matthew Pearl/Vicente Villacampa,3.38,spa,464,57,2,,,,
18405,Gone with the Wind,Margaret Mitchell,4.29,eng,1037,999139,15323,,,,
18412,The Wind Done Gone,Alice Randall,3.07,eng,224,1698,283,,,,
18413,Utopia,Thomas More/Clarence H. Miller,3.53,eng,200,438,45,,,,
18414,Utopia,Thomas More/Paul Turner,3.53,eng,135,45460,1731,,,,
18419,The Kissing Hand,Audrey Penn/Ruth E. Harper/Nancy M. Leak,4.43,en-GB,32,57737,1628,,,,
18420,Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan/Jos. A. Smith,4.27,eng,320,10878,106,,,,
18422,Gifted Hands: The Ben Carson Story,Ben Carson/Cecil Murphey,4.21,eng,224,11874,1544,,,,
18425,Shake Hands with the Devil,Roméo Dallaire,4.24,en-GB,563,242,34,,,,
18427,In the Name of Love and Other True Cases (Crime Files  #4),Ann Rule,4.04,eng,414,1353,53,,,,
18431,The Rule of Four,Ian Caldwell/Dustin Thomason,3.23,eng,450,25111,1691,,,,
18432,The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,3.46,eng,208,88,5,,,,
18438,Time For Kids: Butterflies!,David Bjerklie,3.97,eng,32,21,0,,,,
18443,Macbeth,William Shakespeare/Robert S. Miola/Janet Adelman/Stephen Orgel/Peter Holland,3.9,eng,416,739,30,,,,
18444,Macbeth,William Shakespeare/Kenneth Muir,3.9,eng,255,605,41,,,,
18446,Macbeth,William Shakespeare/Roma Gill,3.9,eng,160,156,14,,,,
18448,Death of a Celebrity (Hamish Macbeth  #17),M.C. Beaton,3.84,eng,274,2977,183,,,,
18449,The Best of the Journal of Irreproducible Results,George H. Scherr/Richard Liebmann-Smith,4.32,en-US,195,40,4,,,,
18455,The Spy Who Loved Me (James Bond  #10),Ian Fleming,3.4,eng,198,8053,460,,,,
18461,Conversations with Jerzy Kosinski,Jerzy Kosiński/Tom Teicholz,3.69,eng,242,26,3,,,,
18486,Frankenstein Makes a Sandwich,Adam Rex,4.21,eng,40,1911,276,,,,
18488,Frankenstein  or the Modern Prometheus,Mary Wollstonecraft Shelley/Margaret Brantley,3.79,eng,324,12897,780,,,,
18489,Frankenstein,Mary Wollstonecraft Shelley/J. Paul Hunter,3.79,en-US,336,2188,171,,,,
18496,Mary Shelley: Her Life  Her Fiction  Her Monsters,Anne K. Mellor,3.9,eng,308,80,13,,,,
18500,The Faerie Queene: Books I to III,Edmund Spenser/Douglas Brooks-Davies,3.79,eng,575,33,3,,,,
18503,The Faerie Queene,Edmund Spenser,3.56,en-US,896,42,5,,,,
18517,To the Lighthouse,Virginia Woolf/Eudora Welty,3.78,en-US,209,4116,300,,,,
18518,The Diary of Virginia Woolf  Volume One: 1915-1919,Virginia Woolf/Anne Olivier Bell/Quentin Bell,4.32,eng,356,1281,40,,,,
18519,The Diary of Virginia Woolf  Volume Five: 1936-1941,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.5,eng,424,231,8,,,,
18520,The Diary of Virginia Woolf  Volume Three: 1925-1930,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.42,eng,408,485,14,,,,
18521,A Room of One's Own,Virginia Woolf,4.14,eng,112,80536,3436,,,,
18525,Dr. Faustus,Christopher Marlowe,3.8,eng,64,45469,935,,,,
